"start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification"
"2019-01-01","bike","18",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-02-01","bike","19",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-03-01","bike","26",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-04-01","bike","40",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-05-01","bike","45",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-06-01","bike","48",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-07-01","bike","45",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-08-01","bike","43",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-09-01","bike","49",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-10-01","bike","35",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-11-01","bike","22",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2019-12-01","bike","14",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-01-01","bike","19",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-02-01","bike","34",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-03-01","bike","75",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-04-01","bike","142",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-05-01","bike","172",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-06-01","bike","147",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-07-01","bike","114",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-08-01","bike","111",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-09-01","bike","127",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-10-01","bike","90",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-11-01","bike","84",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-12-01","bike","55",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-01-01","bike","51",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-02-01","bike","35",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-03-01","bike","73",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-04-01","bike","100",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-05-01","bike","99",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-06-01","bike","93",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-07-01","bike","82",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-08-01","bike","77",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-09-01","bike","90",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-10-01","bike","76",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-11-01","bike","52",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2021-12-01","bike","46",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-01-01","bike","19",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-02-01","bike","38",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-03-01","bike","55",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-04-01","bike","62",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-05-01","bike","49",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-06-01","bike","63",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-07-01","bike","59",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-08-01","bike","68",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-09-01","bike","72",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-10-01","bike","57",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-11-01","bike","46",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2022-12-01","bike","27",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-01-01","bike","36",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-02-01","bike","19",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-03-01","bike","20",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-04-01","bike","58",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-05-01","bike","69",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-06-01","bike","58",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-07-01","bike","55",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-08-01","bike","59",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-09-01","bike","53",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-10-01","bike","57",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-11-01","bike","37",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2023-12-01","bike","24",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2024-01-01","bike","21",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2024-02-01","bike","31",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2024-03-01","bike","40",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2024-04-01","bike","53",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2024-05-01","bike","53",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial"
"2020-02-01","mixed","226",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-03-01","mixed","345",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-04-01","mixed","160",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-05-01","mixed","273",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-06-01","mixed","287",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-07-01","mixed","414",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-08-01","mixed","254",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-09-01","mixed","287",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-10-01","mixed","247",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-11-01","mixed","211",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2020-12-01","mixed","140",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-01-01","mixed","139",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-02-01","mixed","135",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-03-01","mixed","257",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-04-01","mixed","326",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-05-01","mixed","305",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-06-01","mixed","276",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-07-01","mixed","305",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-08-01","mixed","265",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-09-01","mixed","320",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-10-01","mixed","271",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-11-01","mixed","179",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2021-12-01","mixed","150",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-01-01","mixed","111",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-02-01","mixed","190",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-03-01","mixed","368",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-04-01","mixed","268",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-05-01","mixed","221",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-06-01","mixed","250",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-07-01","mixed","203",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-08-01","mixed","204",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-09-01","mixed","218",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-10-01","mixed","232",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-11-01","mixed","172",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2022-12-01","mixed","119",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-01-01","mixed","171",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-02-01","mixed","195",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-03-01","mixed","394",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-04-01","mixed","317",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-05-01","mixed","297",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-06-01","mixed","268",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-07-01","mixed","206",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-08-01","mixed","263",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-09-01","mixed","262",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-10-01","mixed","278",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-11-01","mixed","165",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2023-12-01","mixed","124",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2024-01-01","mixed","160",38,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path"
"2019-01-01","bike","270",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-02-01","bike","356",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-03-01","bike","507",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-04-01","bike","822",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-05-01","bike","957",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-06-01","bike","996",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-07-01","bike","942",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-08-01","bike","963",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-09-01","bike","982",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-10-01","bike","726",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-11-01","bike","449",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-12-01","bike","295",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-01-01","bike","390",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-02-01","bike","382",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-03-01","bike","767",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-04-01","bike","763",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-05-01","bike","1028",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-06-01","bike","1133",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-07-01","bike","966",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-08-01","bike","705",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-09-01","bike","801",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-10-01","bike","723",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-11-01","bike","609",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2020-12-01","bike","344",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-01-01","bike","333",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","bike","208",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","ped","500",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","bike","561",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","ped","633",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","bike","761",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","ped","701",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-05-01","bike","824",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-05-01","ped","688",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","bike","854",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","ped","651",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","bike","840",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","ped","601",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","bike","713",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","ped","576",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","bike","850",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","ped","664",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","ped","622",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","bike","691",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","bike","448",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","ped","502",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","ped","430",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","bike","352",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","ped","347",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","bike","119",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","ped","456",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","bike","317",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","bike","461",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","ped","509",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","bike","591",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","ped","546",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","bike","751",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","ped","618",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","bike","912",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","ped","640",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-07-01","ped","480",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-07-01","bike","836",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-08-01","ped","534",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-08-01","bike","840",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","ped","606",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","bike","820",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","bike","569",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","ped","518",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-11-01","ped","435",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-11-01","bike","451",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-12-01","bike","221",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2022-12-01","ped","325",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-01-01","bike","356",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-01-01","ped","450",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-02-01","ped","472",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-02-01","bike","395",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-03-01","bike","426",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-03-01","ped","505",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-04-01","bike","681",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-04-01","ped","617",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-05-01","bike","872",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-05-01","ped","709",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-06-01","ped","626",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-06-01","bike","811",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-07-01","bike","805",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-07-01","ped","584",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-08-01","bike","823",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-08-01","ped","597",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-09-01","ped","547",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-09-01","bike","739",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-10-01","ped","557",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-10-01","bike","683",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-11-01","ped","447",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-11-01","bike","440",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-12-01","ped","370",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2023-12-01","bike","279",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-01-01","bike","226",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-01-01","ped","383",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-02-01","ped","465",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-02-01","bike","363",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-03-01","ped","535",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-03-01","bike","490",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-04-01","ped","670",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-04-01","bike","667",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-05-01","bike","713",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2024-05-01","ped","522",39,"Custis Trail (Bon Air Park)","VA","Arlington","Trail or Shared Use Path"
"2019-01-01","ped","428",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-01-01","bike","366",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-02-01","ped","423",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-02-01","bike","396",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-03-01","ped","243",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-03-01","bike","383",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-04-01","ped","845",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-06-01","ped","780",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-06-01","bike","1502",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-07-01","bike","1389",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-07-01","ped","663",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-08-01","bike","1447",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-08-01","ped","710",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-09-01","ped","696",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-09-01","bike","1463",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-10-01","bike","1062",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-10-01","ped","626",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-11-01","bike","638",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-11-01","ped","461",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-12-01","bike","410",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-12-01","ped","362",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-01-01","bike","555",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-01-01","ped","461",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-02-01","bike","528",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-02-01","ped","481",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-03-01","bike","1149",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-03-01","ped","942",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-04-01","bike","1245",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-04-01","ped","1096",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-05-01","ped","1227",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-05-01","bike","1850",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-06-01","ped","1114",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-06-01","bike","1963",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-07-01","bike","1703",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-07-01","ped","883",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-08-01","ped","897",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-08-01","bike","1629",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-09-01","ped","880",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-09-01","bike","1634",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-10-01","bike","1284",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-10-01","ped","828",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-11-01","bike","1044",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-11-01","ped","752",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-12-01","ped","587",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2020-12-01","bike","525",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-01-01","bike","490",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-01-01","ped","649",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","bike","325",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","ped","572",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","bike","943",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","ped","810",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","bike","1230",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","ped","836",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-05-01","bike","1347",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
