"segment_area_id","start_time","flow_type","volume"
1742,"2019-01-01","ped","136"
1742,"2019-01-01","bike","85"
1742,"2019-02-01","ped","191"
1742,"2019-02-01","bike","113"
1742,"2019-03-01","ped","249"
1742,"2019-03-01","bike","150"
1742,"2019-04-01","bike","230"
1742,"2019-04-01","ped","369"
1742,"2019-05-01","bike","251"
1742,"2019-05-01","ped","368"
1742,"2019-06-01","bike","277"
1742,"2019-06-01","ped","452"
1742,"2019-07-01","ped","366"
1742,"2019-07-01","bike","257"
1742,"2019-08-01","bike","266"
1742,"2019-08-01","ped","370"
1742,"2019-09-01","ped","350"
1742,"2019-09-01","bike","275"
1742,"2019-10-01","bike","205"
1742,"2019-10-01","ped","319"
1742,"2019-11-01","bike","154"
1742,"2019-11-01","ped","242"
1742,"2019-12-01","ped","178"
1742,"2019-12-01","bike","106"
1742,"2020-01-01","bike","136"
1742,"2020-01-01","ped","236"
1742,"2020-02-01","bike","148"
1742,"2020-02-01","ped","255"
1742,"2020-03-01","bike","377"
1742,"2020-03-01","ped","536"
1742,"2020-04-01","bike","438"
1742,"2020-04-01","ped","651"
1742,"2020-05-01","bike","613"
1742,"2020-05-01","ped","708"
1742,"2020-06-01","bike","669"
1742,"2020-06-01","ped","643"
1742,"2020-07-01","ped","486"
1742,"2020-07-01","bike","563"
1742,"2020-08-01","ped","534"
1742,"2020-08-01","bike","593"
1742,"2020-09-01","bike","600"
1742,"2020-09-01","ped","583"
1742,"2020-10-01","ped","577"
1742,"2020-10-01","bike","465"
1742,"2020-11-01","ped","510"
1742,"2020-11-01","bike","377"
1742,"2020-12-01","ped","377"
1742,"2020-12-01","bike","187"
1742,"2021-01-01","ped","399"
1742,"2021-01-01","bike","167"
1742,"2021-02-01","bike","138"
1742,"2021-02-01","ped","367"
1742,"2021-03-01","bike","299"
1742,"2021-03-01","ped","523"
1742,"2021-04-01","bike","401"
1742,"2021-04-01","ped","615"
1742,"2021-05-01","ped","559"
1742,"2021-05-01","bike","422"
1742,"2021-06-01","ped","475"
1742,"2021-06-01","bike","446"
1742,"2021-07-01","bike","404"
1742,"2021-07-01","ped","410"
1742,"2021-08-01","ped","686"
1742,"2021-08-01","bike","365"
1742,"2021-09-01","bike","461"
1742,"2021-09-01","ped","542"
1742,"2021-10-01","bike","364"
1742,"2021-10-01","ped","543"
1742,"2021-11-01","bike","93"
1742,"2021-11-01","ped","465"
1742,"2021-12-01","ped","465"
1742,"2021-12-01","bike","0"
1742,"2022-01-01","ped","351"
1742,"2022-01-01","bike","0"
1742,"2022-02-01","ped","514"
1742,"2022-02-01","bike","0"
1742,"2022-03-01","ped","612"
1742,"2022-03-01","bike","0"
1742,"2022-04-01","bike","0"
1742,"2022-04-01","ped","666"
1742,"2022-05-01","ped","706"
1742,"2022-05-01","bike","0"
1742,"2022-06-01","ped","774"
1742,"2022-06-01","bike","0"
1742,"2022-07-01","ped","644"
1742,"2022-07-01","bike","0"
1742,"2022-08-01","bike","0"
1742,"2022-08-01","ped","675"
1742,"2022-09-01","ped","766"
1742,"2022-09-01","bike","0"
1742,"2022-10-01","bike","0"
1742,"2022-10-01","ped","234"
1742,"2022-11-01","ped","744"
1742,"2022-11-01","bike","103"
1742,"2022-12-01","ped","675"
1742,"2022-12-01","bike","81"
1742,"2023-01-01","ped","810"
1742,"2023-01-01","bike","121"
1742,"2023-02-01","bike","133"
1742,"2023-02-01","ped","828"
1742,"2023-03-01","bike","144"
1742,"2023-03-01","ped","884"
1742,"2023-04-01","ped","1028"
1742,"2023-04-01","bike","232"
1742,"2023-05-01","bike","293"
1742,"2023-05-01","ped","925"
1742,"2023-06-01","bike","273"
1742,"2023-06-01","ped","933"
1742,"2023-07-01","bike","255"
1742,"2023-07-01","ped","919"
1742,"2023-08-01","bike","276"
1742,"2023-08-01","ped","1044"
1742,"2023-09-01","bike","249"
1742,"2023-09-01","ped","1023"
1742,"2023-10-01","ped","1056"
1742,"2023-10-01","bike","246"
1742,"2023-11-01","ped","810"
1742,"2023-11-01","bike","151"
1742,"2023-12-01","ped","675"
1742,"2023-12-01","bike","106"
1742,"2024-01-01","ped","685"
1742,"2024-01-01","bike","92"
1742,"2024-02-01","bike","131"
1742,"2024-02-01","ped","862"
1742,"2024-03-01","ped","950"
1742,"2024-03-01","bike","175"
1742,"2024-04-01","ped","1074"
1742,"2024-04-01","bike","233"
1742,"2024-05-01","bike","259"
1742,"2024-05-01","ped","656"
1744,"2019-01-01","ped","748"
1744,"2019-02-01","ped","947"
1744,"2019-03-01","ped","1471"
1744,"2019-04-01","ped","2272"
1744,"2019-05-01","ped","2090"
1744,"2019-06-01","ped","2002"
1744,"2019-07-01","ped","1879"
1744,"2019-08-01","ped","2052"
1744,"2019-09-01","ped","2073"
1744,"2019-10-01","ped","1911"
1744,"2019-11-01","ped","773"
1744,"2019-12-01","ped","249"
1744,"2020-01-01","ped","247"
1744,"2020-02-01","ped","305"
1744,"2020-03-01","ped","260"
1744,"2020-04-01","ped","371"
1744,"2020-05-01","ped","256"
1744,"2021-03-01","bike","0"
1744,"2021-03-01","ped","0"
1744,"2021-04-01","ped","190"
1744,"2021-04-01","bike","1"
1744,"2021-05-01","ped","552"
1744,"2021-05-01","bike","390"
1744,"2021-06-01","ped","423"
1744,"2021-06-01","bike","449"
1744,"2021-07-01","bike","414"
1744,"2021-07-01","ped","404"
1744,"2021-08-01","bike","374"
1744,"2021-08-01","ped","353"
1744,"2021-09-01","bike","504"
1744,"2021-09-01","ped","893"
1744,"2021-10-01","ped","1596"
1744,"2021-10-01","bike","379"
1744,"2021-11-01","ped","1134"
1744,"2021-11-01","bike","318"
1744,"2021-12-01","ped","955"
1744,"2021-12-01","bike","284"
1744,"2022-01-01","bike","222"
1744,"2022-01-01","ped","520"
1744,"2022-02-01","bike","270"
1744,"2022-02-01","ped","906"
1744,"2022-03-01","bike","356"
1744,"2022-03-01","ped","1633"
1744,"2022-04-01","bike","1255"
1744,"2022-04-01","ped","1947"
1744,"2022-05-01","bike","1621"
1744,"2022-05-01","ped","1165"
1744,"2022-06-01","bike","1778"
1744,"2022-06-01","ped","2634"
1744,"2022-07-01","bike","1701"
1744,"2022-07-01","ped","2839"
1744,"2022-08-01","bike","1747"
1744,"2022-08-01","ped","1091"
1744,"2022-09-01","bike","1778"
1744,"2022-09-01","ped","1817"
1744,"2022-10-01","bike","1393"
1744,"2022-10-01","ped","760"
1744,"2022-11-01","bike","1148"
1744,"2022-11-01","ped","808"
1744,"2022-12-01","ped","579"
1744,"2022-12-01","bike","818"
1744,"2023-01-01","ped","732"
1744,"2023-01-01","bike","956"
1744,"2023-02-01","ped","852"
1744,"2023-02-01","bike","993"
1744,"2023-03-01","ped","1390"
1744,"2023-03-01","bike","1277"
1744,"2023-04-01","bike","1614"
1744,"2023-04-01","ped","1461"
1744,"2023-05-01","ped","1420"
1744,"2023-05-01","bike","1788"
1744,"2023-06-01","ped","1277"
1744,"2023-06-01","bike","1589"
1744,"2023-07-01","bike","1627"
1744,"2023-07-01","ped","1514"
1744,"2023-08-01","ped","1660"
1744,"2023-08-01","bike","1679"
1744,"2023-09-01","bike","1573"
1744,"2023-09-01","ped","1374"
1744,"2023-10-01","ped","1479"
1744,"2023-10-01","bike","1534"
1744,"2023-11-01","bike","1142"
1744,"2023-11-01","ped","896"
1744,"2023-12-01","bike","828"
1744,"2023-12-01","ped","675"
1744,"2024-01-01","bike","772"
1744,"2024-01-01","ped","640"
1744,"2024-02-01","bike","966"
1744,"2024-02-01","ped","910"
1744,"2024-03-01","ped","1545"
1744,"2024-03-01","bike","1351"
1744,"2024-04-01","ped","2594"
1744,"2024-04-01","bike","1495"
1744,"2024-05-01","bike","1450"
1744,"2024-05-01","ped","1371"
1752,"2019-01-01","ped","413"
1752,"2019-01-01","bike","352"
1752,"2019-02-01","ped","450"
1752,"2019-02-01","bike","481"
1752,"2019-03-01","ped","494"
1752,"2019-03-01","bike","722"
1752,"2019-04-01","ped","592"
1752,"2019-04-01","bike","1146"
1752,"2019-05-01","ped","573"
1752,"2019-05-01","bike","1292"
1752,"2019-06-01","ped","571"
1752,"2019-06-01","bike","1356"
1752,"2019-07-01","bike","1233"
1752,"2019-07-01","ped","386"
1752,"2019-08-01","bike","1259"
1752,"2019-08-01","ped","520"
1752,"2019-09-01","bike","1381"
1752,"2019-09-01","ped","610"
1752,"2019-10-01","bike","1040"
1752,"2019-10-01","ped","602"
1752,"2019-11-01","bike","848"
1752,"2019-11-01","ped","379"
1752,"2019-12-01","ped","277"
1752,"2019-12-01","bike","529"
1752,"2020-01-01","bike","739"
1752,"2020-01-01","ped","371"
1752,"2020-02-01","ped","375"
1752,"2020-02-01","bike","671"
1752,"2020-03-01","bike","1336"
1752,"2020-03-01","ped","643"
1752,"2020-04-01","bike","1296"
1752,"2020-04-01","ped","661"
1752,"2020-05-01","bike","1800"
1752,"2020-05-01","ped","698"
1752,"2020-06-01","ped","665"
1752,"2020-06-01","bike","2036"
1752,"2020-07-01","bike","1779"
1752,"2020-07-01","ped","489"
1752,"2020-08-01","bike","1669"
1752,"2020-08-01","ped","489"
1752,"2020-09-01","bike","1663"
1752,"2020-09-01","ped","600"
1752,"2020-10-01","bike","1319"
1752,"2020-10-01","ped","528"
1752,"2020-11-01","bike","1177"
1752,"2020-11-01","ped","452"
1752,"2021-05-01","bike","1351"
1752,"2021-05-01","ped","78"
1752,"2021-06-01","ped","0"
1752,"2021-06-01","bike","1377"
1752,"2021-07-01","ped","196"
1752,"2021-07-01","bike","1375"
1752,"2021-08-01","bike","1158"
1752,"2021-08-01","ped","226"
1752,"2021-09-01","bike","1462"
1752,"2021-09-01","ped","403"
1752,"2021-10-01","bike","1160"
1752,"2021-10-01","ped","394"
1752,"2021-11-01","ped","322"
1752,"2021-11-01","bike","731"
1752,"2021-12-01","ped","100"
1752,"2021-12-01","bike","618"
1752,"2022-01-01","ped","90"
1752,"2022-01-01","bike","209"
1752,"2022-02-01","bike","505"
1752,"2022-02-01","ped","274"
1752,"2022-03-01","bike","802"
1752,"2022-03-01","ped","293"
1752,"2022-04-01","bike","1013"
1752,"2022-04-01","ped","342"
1752,"2022-05-01","bike","1179"
1752,"2022-05-01","ped","407"
1752,"2022-06-01","bike","1417"
1752,"2022-06-01","ped","525"
1752,"2022-07-01","ped","381"
1752,"2022-07-01","bike","1263"
1752,"2022-08-01","bike","1293"
1752,"2022-09-01","ped","605"
1752,"2022-09-01","bike","1296"
1752,"2022-10-01","bike","929"
1752,"2022-10-01","ped","548"
1752,"2022-11-01","bike","760"
1752,"2022-11-01","ped","441"
1752,"2022-12-01","ped","317"
1752,"2022-12-01","bike","369"
1752,"2023-01-01","bike","557"
1752,"2023-01-01","ped","429"
1752,"2023-02-01","ped","450"
1752,"2023-02-01","bike","621"
1752,"2023-03-01","ped","471"
1752,"2023-03-01","bike","716"
1752,"2023-04-01","ped","507"
1752,"2023-04-01","bike","1103"
1752,"2023-05-01","ped","594"
1752,"2023-05-01","bike","1309"
1752,"2023-06-01","bike","1182"
1752,"2023-06-01","ped","534"
1752,"2023-07-01","bike","1195"
1752,"2023-07-01","ped","502"
1752,"2023-08-01","bike","1201"
1752,"2023-08-01","ped","596"
1752,"2023-09-01","bike","1153"
1752,"2023-09-01","ped","508"
1752,"2023-10-01","ped","567"
1752,"2023-10-01","bike","1061"
1752,"2023-11-01","ped","468"
1752,"2023-11-01","bike","719"
1752,"2023-12-01","bike","450"
1752,"2023-12-01","ped","441"
1752,"2024-01-01","bike","348"
1752,"2024-01-01","ped","366"
1752,"2024-02-01","ped","467"
1752,"2024-02-01","bike","550"
1752,"2024-03-01","ped","420"
1752,"2024-03-01","bike","569"
1753,"2019-01-01","bike","254"
1753,"2019-02-01","bike","306"
1753,"2019-03-01","bike","495"
1753,"2019-04-01","bike","852"
1753,"2019-05-01","bike","928"
1753,"2019-06-01","bike","1039"
1753,"2019-07-01","bike","932"
1753,"2019-08-01","bike","976"
1753,"2019-09-01","bike","984"
1753,"2019-10-01","bike","715"
1753,"2019-11-01","bike","423"
1753,"2019-12-01","bike","293"
1753,"2020-01-01","bike","396"
1753,"2020-02-01","bike","462"
1753,"2020-03-01","bike","924"
1753,"2020-04-01","bike","816"
1753,"2020-05-01","bike","1192"
1753,"2020-06-01","bike","1401"
1753,"2020-07-01","bike","1264"
1753,"2020-08-01","bike","1199"
1753,"2020-09-01","bike","1212"
1753,"2020-10-01","bike","912"
1753,"2020-11-01","bike","779"
1753,"2020-12-01","bike","386"
1753,"2021-01-01","bike","334"
1753,"2021-02-01","bike","218"
1753,"2021-03-01","bike","630"
1753,"2021-04-01","bike","666"
1753,"2021-05-01","bike","675"
1753,"2021-06-01","bike","707"
1753,"2021-07-01","bike","737"
1753,"2021-08-01","bike","624"
1753,"2021-09-01","bike","749"
1753,"2021-10-01","bike","585"
1753,"2021-11-01","bike","359"
1753,"2021-12-01","bike","290"
1753,"2022-01-01","bike","103"
1753,"2022-02-01","bike","243"
1753,"2022-03-01","bike","378"
1753,"2022-04-01","bike","495"
1753,"2022-05-01","bike","567"
1753,"2022-06-01","bike","737"
1753,"2022-07-01","bike","663"
1753,"2022-08-01","bike","689"
1753,"2022-09-01","bike","671"
1753,"2022-10-01","bike","442"
1753,"2022-11-01","bike","356"
1753,"2022-12-01","bike","176"
1753,"2023-01-01","bike","247"
1753,"2023-02-01","bike","273"
1753,"2023-03-01","bike","335"
1753,"2023-04-01","bike","553"
1753,"2023-05-01","ped","2613"
1753,"2023-05-01","bike","586"
1753,"2023-06-01","ped","2210"
1753,"2023-07-01","ped","2022"
1753,"2023-08-01","ped","2235"
1753,"2023-09-01","ped","1753"
1753,"2023-09-01","bike","530"
1753,"2023-10-01","bike","544"
1753,"2023-10-01","ped","1644"
1753,"2023-11-01","ped","1360"
1753,"2023-11-01","bike","356"
1753,"2023-12-01","bike","216"
1753,"2023-12-01","ped","1050"
1753,"2024-01-01","bike","166"
1753,"2024-01-01","ped","984"
1753,"2024-02-01","bike","271"
1753,"2024-02-01","ped","1331"
1753,"2024-03-01","bike","396"
1753,"2024-03-01","ped","1511"
1753,"2024-04-01","bike","512"
1753,"2024-04-01","ped","1585"
1753,"2024-05-01","ped","1639"
1753,"2024-05-01","bike","523"
1754,"2022-03-01","bike","52"
1754,"2022-03-01","ped","155"
1754,"2022-04-01","bike","63"
1754,"2022-04-01","ped","169"
1754,"2022-05-01","bike","80"
1754,"2022-05-01","ped","186"
1754,"2022-06-01","bike","107"
1754,"2022-06-01","ped","210"
1754,"2022-07-01","bike","98"
1754,"2022-07-01","ped","198"
1754,"2022-08-01","bike","92"
1754,"2022-08-01","ped","191"
1754,"2022-09-01","ped","195"
1754,"2022-09-01","bike","76"
1754,"2022-10-01","ped","142"
1754,"2022-10-01","bike","48"
1754,"2022-11-01","ped","117"
1754,"2022-11-01","bike","37"
1754,"2022-12-01","ped","75"
1754,"2022-12-01","bike","17"
1754,"2023-01-01","ped","109"
1754,"2023-01-01","bike","24"
1754,"2023-02-01","ped","127"
1754,"2023-02-01","bike","27"
1754,"2023-03-01","bike","34"
1754,"2023-03-01","ped","145"
1754,"2023-04-01","ped","184"
1754,"2023-04-01","bike","69"
1754,"2023-05-01","bike","88"
1754,"2023-05-01","ped","201"
1754,"2023-06-01","bike","96"
1754,"2023-06-01","ped","220"
1754,"2023-07-01","bike","96"
1754,"2023-07-01","ped","222"
1754,"2023-08-01","bike","97"
1754,"2023-08-01","ped","216"
1754,"2023-09-01","bike","70"
1754,"2023-09-01","ped","195"
1754,"2023-10-01","bike","60"
1754,"2023-10-01","ped","176"
1754,"2023-11-01","ped","114"
1754,"2023-11-01","bike","31"
1754,"2023-12-01","ped","86"
1754,"2023-12-01","bike","17"
1754,"2024-01-01","bike","17"
1754,"2024-01-01","ped","71"
1754,"2024-02-01","ped","118"
1754,"2024-02-01","bike","24"
1754,"2024-03-01","ped","163"
1754,"2024-03-01","bike","42"
1754,"2024-04-01","bike","68"
1754,"2024-04-01","ped","181"
1755,"2021-04-01","ped","366"
1755,"2021-05-01","ped","280"
1755,"2021-06-01","ped","219"
1755,"2021-06-01","bike","82"
1755,"2021-07-01","bike","82"
1755,"2021-07-01","ped","314"
1755,"2021-08-01","bike","71"
1755,"2021-08-01","ped","416"
1755,"2021-09-01","ped","390"
1755,"2021-09-01","bike","84"
1755,"2021-10-01","ped","353"
1755,"2021-10-01","bike","64"
1755,"2021-11-01","ped","2904"
1755,"2021-11-01","bike","31"
1755,"2021-12-01","ped","200"
1755,"2021-12-01","bike","27"
1755,"2022-01-01","bike","6"
1755,"2022-01-01","ped","86"
1755,"2022-02-01","bike","27"
1755,"2022-02-01","ped","181"
1755,"2022-03-01","bike","40"
1755,"2022-03-01","ped","233"
1755,"2022-04-01","bike","44"
1755,"2022-04-01","ped","238"
1755,"2022-05-01","bike","56"
1755,"2022-05-01","ped","276"
1755,"2022-06-01","bike","79"
1755,"2022-06-01","ped","323"
1755,"2022-07-01","ped","327"
1755,"2022-07-01","bike","80"
1755,"2022-08-01","ped","332"
1755,"2022-08-01","bike","72"
1755,"2022-09-01","bike","62"
1755,"2022-09-01","ped","313"
1755,"2022-10-01","ped","226"
1755,"2022-10-01","bike","38"
1755,"2022-11-01","bike","33"
1755,"2022-11-01","ped","207"
1756,"2019-01-01","bike","92"
1756,"2019-04-01","bike","229"
1756,"2019-04-01","ped","476"
1756,"2019-05-01","bike","233"
1756,"2019-05-01","ped","450"
1756,"2019-06-01","ped","487"
1756,"2019-06-01","bike","285"
1756,"2019-07-01","ped","383"
1756,"2019-07-01","bike","240"
1756,"2019-08-01","ped","448"
1756,"2019-08-01","bike","252"
1756,"2019-09-01","ped","459"
1756,"2019-09-01","bike","276"
1756,"2019-11-01","bike","134"
1756,"2019-11-01","ped","388"
1756,"2019-12-01","bike","86"
1756,"2019-12-01","ped","283"
1756,"2020-01-01","bike","123"
1756,"2020-01-01","ped","370"
1756,"2020-02-01","ped","377"
1756,"2020-02-01","bike","123"
1756,"2020-03-01","ped","617"
1756,"2020-03-01","bike","250"
1756,"2020-04-01","bike","283"
1756,"2020-04-01","ped","694"
1756,"2020-05-01","ped","619"
1756,"2020-05-01","bike","345"
1756,"2020-06-01","bike","396"
1756,"2020-06-01","ped","624"
1756,"2020-07-01","ped","497"
1756,"2020-07-01","bike","281"
1756,"2020-08-01","ped","509"
1756,"2020-08-01","bike","188"
1756,"2020-09-01","bike","221"
1756,"2020-09-01","ped","541"
1756,"2020-10-01","ped","514"
1756,"2020-10-01","bike","252"
1756,"2020-11-01","ped","491"
1756,"2020-11-01","bike","88"
1756,"2020-12-01","bike","43"
1756,"2020-12-01","ped","338"
1756,"2021-01-01","ped","396"
1756,"2021-01-01","bike","44"
1756,"2021-02-01","ped","430"
1756,"2021-02-01","bike","8"
1756,"2021-04-01","ped","474"
1756,"2021-04-01","bike","152"
1756,"2021-06-01","bike","178"
1756,"2021-06-01","ped","424"
1756,"2021-07-01","bike","154"
1756,"2021-07-01","ped","365"
1756,"2021-08-01","ped","368"
1756,"2021-08-01","bike","128"
1756,"2021-09-01","ped","450"
1756,"2021-09-01","bike","123"
1756,"2021-10-01","ped","460"
1756,"2021-10-01","bike","111"
1756,"2021-11-01","ped","367"
1756,"2021-11-01","bike","78"
1756,"2023-10-01","bike","107"
1756,"2023-10-01","ped","477"
1756,"2023-11-01","bike","59"
1756,"2023-11-01","ped","386"
1756,"2023-12-01","ped","315"
1756,"2023-12-01","bike","35"
1756,"2024-01-01","ped","249"
1756,"2024-01-01","bike","28"
1756,"2024-02-01","bike","40"
1756,"2024-02-01","ped","389"
1756,"2024-03-01","bike","65"
1756,"2024-03-01","ped","412"
1756,"2024-04-01","ped","91"
1756,"2024-05-01","bike","23"
1756,"2024-05-01","ped","88"
1757,"2023-10-01","bike","152"
1757,"2023-10-01","ped","309"
1757,"2023-11-01","ped","234"
1757,"2023-11-01","bike","125"
1757,"2023-12-01","bike","50"
1757,"2023-12-01","ped","183"
1757,"2024-01-01","bike","41"
1757,"2024-01-01","ped","154"
1757,"2024-03-01","bike","142"
1757,"2024-03-01","ped","313"
1758,"2019-01-01","ped","160"
1758,"2019-02-01","ped","206"
1758,"2019-03-01","ped","276"
1758,"2019-04-01","ped","339"
1758,"2019-05-01","ped","373"
1758,"2019-06-01","ped","568"
1758,"2019-07-01","ped","450"
1758,"2019-08-01","ped","468"
1758,"2019-09-01","ped","487"
1758,"2019-10-01","ped","450"
1758,"2019-11-01","ped","333"
1758,"2019-12-01","ped","259"
1758,"2020-01-01","ped","333"
1758,"2020-02-01","ped","396"
1758,"2020-03-01","ped","735"
1758,"2020-04-01","ped","767"
1758,"2020-05-01","ped","858"
1758,"2020-06-01","ped","769"
1758,"2020-07-01","ped","575"
1758,"2020-08-01","ped","604"
1758,"2020-09-01","ped","631"
1758,"2020-10-01","ped","451"
1758,"2020-11-01","ped","396"
1758,"2020-12-01","ped","346"
1758,"2021-01-01","ped","371"
1758,"2021-02-01","ped","305"
1758,"2021-03-01","ped","422"
1758,"2021-04-01","ped","417"
1758,"2021-05-01","ped","378"
1758,"2021-06-01","ped","283"
1758,"2021-07-01","ped","204"
1758,"2021-08-01","ped","255"
1758,"2021-09-01","ped","397"
1758,"2021-10-01","ped","334"
1758,"2021-11-01","ped","307"
1758,"2021-12-01","ped","329"
1758,"2022-01-01","ped","233"
1758,"2022-02-01","ped","343"
1758,"2022-03-01","ped","412"
1758,"2022-04-01","ped","381"
1758,"2022-05-01","ped","405"
1758,"2022-06-01","ped","331"
1758,"2022-07-01","ped","39"
1758,"2022-08-01","ped","68"
1758,"2022-09-01","ped","299"
1758,"2022-10-01","ped","351"
1758,"2022-11-01","ped","954"
1758,"2022-12-01","ped","679"
1758,"2023-01-01","ped","813"
1758,"2023-02-01","ped","1083"
1758,"2023-03-01","ped","1073"
1758,"2023-04-01","ped","604"
1758,"2023-05-01","ped","441"
1758,"2023-06-01","ped","295"
1758,"2023-07-01","ped","249"
1758,"2023-08-01","ped","217"
1758,"2023-09-01","ped","228"
1758,"2023-10-01","ped","387"
1758,"2023-11-01","ped","983"
1758,"2023-12-01","ped","1948"
1758,"2024-01-01","ped","2153"
1758,"2024-02-01","ped","2409"
1758,"2024-03-01","ped","358"
1758,"2024-04-01","ped","321"
1758,"2024-05-01","ped","284"
1759,"2019-01-01","ped","170"
1759,"2019-02-01","ped","192"
1759,"2019-03-01","ped","241"
1759,"2019-04-01","ped","309"
1759,"2019-05-01","ped","334"
1759,"2019-12-01","ped","0"
1759,"2020-01-01","ped","0"
1759,"2020-02-01","ped","0"
1759,"2020-03-01","ped","0"
1759,"2020-04-01","ped","0"
1759,"2020-05-01","ped","0"
1759,"2020-06-01","ped","0"
1759,"2020-07-01","ped","0"
1759,"2020-08-01","ped","0"
1759,"2020-09-01","ped","0"
1759,"2020-10-01","ped","0"
1759,"2020-11-01","ped","0"
1759,"2020-12-01","ped","0"
1759,"2022-11-01","ped","304"
1759,"2022-12-01","ped","232"
1759,"2023-01-01","ped","323"
1759,"2023-02-01","ped","340"
1759,"2023-03-01","ped","352"
1759,"2023-04-01","ped","107"
1759,"2023-06-01","ped","30"
1759,"2023-07-01","ped","396"
1759,"2023-08-01","ped","422"
1759,"2023-09-01","ped","412"
1759,"2023-10-01","ped","405"
1759,"2023-11-01","ped","312"
1759,"2023-12-01","ped","249"
1759,"2024-01-01","ped","288"
1759,"2024-02-01","ped","362"
1759,"2024-03-01","ped","441"
1759,"2024-04-01","ped","446"
1759,"2024-05-01","ped","440"
1760,"2019-01-01","ped","307"
1760,"2019-01-01","bike","245"
1760,"2019-02-01","ped","344"
1760,"2019-02-01","bike","320"
1760,"2019-03-01","ped","427"
1760,"2019-03-01","bike","488"
1760,"2019-04-01","bike","849"
1760,"2019-04-01","ped","561"
1760,"2019-05-01","ped","599"
1760,"2019-05-01","bike","923"
1760,"2019-12-01","ped","0"
1760,"2019-12-01","bike","0"
1760,"2020-01-01","ped","0"
1760,"2020-01-01","bike","0"
1760,"2020-02-01","bike","0"
1760,"2020-02-01","ped","0"
1760,"2020-03-01","ped","0"
1760,"2020-03-01","bike","0"
1760,"2020-04-01","ped","0"
1760,"2020-04-01","bike","0"
1760,"2020-05-01","ped","0"
1760,"2020-05-01","bike","0"
1760,"2020-06-01","ped","0"
1760,"2020-06-01","bike","0"
1760,"2020-07-01","ped","0"
1760,"2020-07-01","bike","0"
1760,"2020-08-01","ped","0"
1760,"2020-08-01","bike","0"
1760,"2020-09-01","bike","0"
1760,"2020-09-01","ped","0"
1760,"2020-10-01","ped","0"
1760,"2020-10-01","bike","0"
1760,"2020-11-01","bike","0"
1760,"2020-11-01","ped","0"
1760,"2020-12-01","bike","0"
1760,"2020-12-01","ped","0"
1760,"2022-11-01","bike","454"
1760,"2022-11-01","ped","584"
1760,"2022-12-01","ped","448"
1760,"2022-12-01","bike","298"
1760,"2023-01-01","ped","620"
1760,"2023-01-01","bike","462"
1760,"2023-02-01","ped","640"
1760,"2023-02-01","bike","504"
1760,"2023-03-01","ped","678"
1760,"2023-03-01","bike","545"
1760,"2023-04-01","bike","933"
1760,"2023-04-01","ped","93"
1760,"2023-05-01","ped","0"
1760,"2023-05-01","bike","1206"
1760,"2023-06-01","ped","59"
1760,"2023-06-01","bike","1135"
1760,"2023-07-01","bike","1138"
1760,"2023-07-01","ped","761"
1760,"2023-08-01","ped","810"
1760,"2023-08-01","bike","1173"
1760,"2023-09-01","bike","1010"
1760,"2023-09-01","ped","787"
1760,"2023-10-01","ped","749"
1760,"2023-10-01","bike","927"
1760,"2023-11-01","ped","562"
1760,"2023-11-01","bike","590"
1760,"2023-12-01","bike","370"
1760,"2023-12-01","ped","471"
1760,"2024-01-01","ped","512"
1760,"2024-01-01","bike","295"
1760,"2024-02-01","bike","453"
1760,"2024-02-01","ped","653"
1760,"2024-03-01","ped","751"
1760,"2024-03-01","bike","640"
1760,"2024-04-01","bike","844"
1760,"2024-04-01","ped","822"
1760,"2024-05-01","bike","897"
1760,"2024-05-01","ped","836"
